,artist,dateposted,description,itemid,itunes_link,loved_count,p_id,posted_count,postid,posturl,pub_audio_unavail,siteid,sitename,thumb_url,thumb_url_large,thumb_url_medium,time,title,ts_loved_me
158,Booker T. & The MG's,1498430109,"Back in 1990, when I provided shaky lead guitar and wobbly vocals in a promising local band that would soon cease to be, myself and two of my bandmates, deep in the midst of a songwriters’ block, visited the local market where an old guy sold older record",1afzs,http://hypem.com/go/itunes_search/Booker%20T.%20&%20The%20MG's,68,,2,3174036,https://plainorpan.com/2017/06/25/robber-dub-dub/,,4771,Plain Or Pan?,http://static.hypem.net/solid_color/thumbs_new/94/3174036.jpg,https://static.hypem.com/items_images/f9/1afzs_640.jpg,https://static.hypem.com/solid_color/items_images/f9/1afzs_120.jpg,198,Time is Tight,1498577291
159,courtship.,1498509724,Chunky bass lines and summertime synths helm Los Angeles duo courtship.’s latest release “Perfect People”. The song is a reflection on our image-conscious culture with lyrics that reflect on the anxieties of meeting new people and living up to certain sta,2nd29,http://hypem.com/go/itunes_search/courtship.,906,,17,3174634,http://www.discobelle.net/2017/06/26/courtship-perfect-people/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/ea/3174634.jpg,https://static.hypem.com/items_images/49/2nd29_640.jpg,https://static.hypem.com/solid_color/items_images/49/2nd29_120.jpg,209,Perfect People,1498576875
160,Coolio vs. Chic,1497562530,"Many mashups focus heavily on modern EDM backdrops with hip hop or pop vocals. Rhythm Scholar go old school for their latest mashup, “1,...",2nb81,http://hypem.com/go/itunes_search/Coolio%20vs.%20Chic,310,,3,3168824,http://survivingthegoldenage.com/rhythm-scholar-1-2-3-4-good-times-coolio-chic/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/38/3168824.jpg,https://static.hypem.com/items_images/1/2nb81_640.jpg,https://static.hypem.com/solid_color/items_images/1/2nb81_120.jpg,406,"1, 2, 3, 4 (Good Times) (Rhythm Scholar Disco Funkin' Remix) (Explicit)",1498495060
161,Jurassic 5,1498723645,"Jurassic está de vuelta con su primer track en mucho tiempo. Jurassic 5 son una leyenda del Hip hop. Forman parte de la historia del movimiento y han dejado su huella, repleta de música de calidad, por los tiempos de los tiempos. Es de ese tipo de grupos ",24m0x,http://hypem.com/go/itunes_search/Jurassic%205,2218,,7,3176274,https://explicitmagazine.net/jurassic-5-the-way-we-do-it,,23771,Explicit Mag,http://static.hypem.net/solid_color/thumbs_new/52/3176274.jpg,http://static.hypem.net/thumbs_new/52/3176274_640.jpg,https://static.hypem.com/solid_color/items_images/1d/24m0x_120.jpg,229,We Do It1%,1498453647
162,Rex Orange County,1498119248,"Sounds like: Cosmo Pyke, Loyle Carner Song: Rex Orange County - UNO What's so good? Rex Orange County's single ""UNO"" is a refreshing R&amp;B/hip-hop hybrid that your ears will thank you for. It's slightly campy but mostly incredibly catchy. In less than 3",2jzrx,http://hypem.com/go/itunes_search/Rex%20Orange%20County,1210,,10,3172360,https://www.indieshuffle.com/rex-orange-county-uno/,,11626,Indie Shuffle,http://static.hypem.net/solid_color/thumbs_new/8/3172360.jpg,https://static.hypem.com/items_images/1d/2jzrx_640.jpg,https://static.hypem.com/solid_color/items_images/1d/2jzrx_120.jpg,172,UNO,1498334849
163,CLAAP,1497554887,Parisian tag team CLAAP! & SANTANA announce their new EP “Dune” which will be available tomorrow June 16th via Yuksek’s Party Fine label. The EP arrives in perfect time for the summer heat where it’s destined to be a staple. The label boss himself treats ,2nb6j,http://hypem.com/go/itunes_search/CLAAP,23,,1,3168426,http://www.discobelle.net/2017/06/15/premiere-claap-santana-summertime-yuksek-remix/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/aa/3168426.jpg,https://static.hypem.com/items_images/d2/2nb6j_640.jpg,https://static.hypem.com/solid_color/items_images/d2/2nb6j_120.jpg,278,Summertime YUKSEK Remix ),1497629169
164,Austin Lebrón,1497536484,"Latin trap is most definitely a thing, and you’re going to wish you were in on it sooner. Austin Lebrón is a fine frontrunner for the sub-genre’s peak game right now, test running material for the forthcoming “La Finia De Hoy” compilation with the aptly t",2nb20,http://hypem.com/go/itunes_search/Austin%20Lebrón,14,,1,3168475,http://www.discobelle.net/2017/06/15/austin-lebron-73/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/db/3168475.jpg,https://static.hypem.com/items_images/40/2nb20_640.jpg,https://static.hypem.com/solid_color/items_images/40/2nb20_120.jpg,248,'73,1497628773
165,Ugly God,1497536490,"Few were more deserving of a spot on XXL’s coveted Freshman of 2017 list than Texas native Ugly God, the man behind infectious urban stomper ‘Water.’ In the hands of Falcons and Promnite, two respective powerhouses in the art of blending electronic dance ",2nb22,http://hypem.com/go/itunes_search/Ugly%20God,16,,1,3168476,http://www.discobelle.net/2017/06/15/ugly-god-water-falcons-promnite-remix/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/dc/3168476.jpg,https://static.hypem.com/items_images/42/2nb22_640.jpg,https://static.hypem.com/solid_color/items_images/42/2nb22_120.jpg,177,Water (Falcons & Promnite remix),1497628554
166,Radiohead VS Dave Brubeck,1497210545,"Het was dit weekend weer verzengend warm, en als we Frank Deboosere mogen geloven dan blijft dat nog even zo. Bij zo'n prachtweer hoort uiteraard een rustgevende soundtrack, daarom zullen wij vanaf nu elke week vijf chilltracks voor de zwoele zomerdagen s",qb30,http://hypem.com/go/itunes_search/Radiohead%20VS%20Dave%20Brubeck,2817,,11,3165846,https://fuzz-mag.be/nieuws/25220/chilltips-voor-de-zomer-1,,17596,Fuzz Magazine,http://static.hypem.net/solid_color/thumbs_new/96/3165846.jpg,http://static.hypem.net/thumbs_new/e4/2020836_500.jpg,https://static.hypem.com/solid_color/items_images/60/qb30_120.jpg,237,Five Step (Overdub Bootleg),1497456524
167,The Mystery Lights,1497289758,"(foto di Stromboli) I giardinetti pubblici di Tagliata a Guastalla sono il mio personale Parc del Fòrum. Lo so, ti fa ridere paragonare l’Handmade Festival al Primavera di Barcellona, ma dopo dieci anni di presenza fissa penso di poter dire che questa è d",26kcj,http://hypem.com/go/itunes_search/The%20Mystery%20Lights,74,,5,3166366,http://polaroid.blogspot.com/2017/06/dieci-anni-fatti-mano.html,,1175,polaroid,http://static.hypem.net/solid_color/thumbs_new/9e/3166366.jpg,https://static.hypem.com/items_images/92/26kcj_640.jpg,https://static.hypem.com/solid_color/items_images/92/26kcj_120.jpg,112,Too Many Girls,1497368097
168,21 Savage & Metro Boomin,1497038516,Keep kids dancing! French Montana – Unforgettable (Feat. Swae Lee)(Charles John Remix) Klangstof – “Hostage” (Shallou Remix) Savoy x Bright Lights – The Wolf (Varien Remix) Yuksek Golden Age (Jacques Renault Remix) Halsey – Now Or Never (Slander Remix) Ka,2n98x,http://hypem.com/go/itunes_search/21%20Savage%20&%20Metro%20Boomin,40,,1,3165405,http://causeequalstime.com/2017/06/friday-remixes-296/,True,2774,Cause=Time,http://static.hypem.net/solid_color/thumbs_new/dd/3165405.jpg,http://static.hypem.net/thumbs_new/dd/3165405_640.jpg,http://static.hypem.net/solid_color/thumbs_new/dd/3165405_120.jpg,261,X feat. Future (Austin Maddox Remix),1497287090
169,SG Lewis,1498463356,"SG Lewis est de retour avec Times We Had en duo avec l’artiste New-yorkais Toulouse, son premier morceau depuis … Cet article Il ne fallait pas louper : SG Lewis en duo avec Toulouse sur Times We Had est apparu en premier sur IGGY MAG.",2n96f,http://hypem.com/go/itunes_search/SG%20Lewis,465,,6,3174156,http://www.iggymagazine.com/ne-fallait-louper-sg-lewis-duo-toulouse-times-we-had/,,23747,IGGY MAGAZINE,http://static.hypem.net/solid_color/thumbs_new/c/3174156.jpg,https://static.hypem.com/items_images/cf/2n96f_640.jpg,https://static.hypem.com/solid_color/items_images/cf/2n96f_120.jpg,189,Times We Had (feat. Toulouse),1497286832
170,Suicideyear x Chynna x Da$h,1497056436,Chynna is the next to blow out of Philly. Continue reading…,2hchd,http://hypem.com/go/itunes_search/Suicideyear%20x%20Chynna%20x%20Da$h,28,,2,3165510,http://www.xxlmag.com/news/2017/06/chynna-the-break-interview/,,23678,XXL,http://static.hypem.net/solid_color/thumbs_new/46/3165510.jpg,https://static.hypem.com/items_images/2d/2hchd_640.jpg,https://static.hypem.com/solid_color/items_images/2d/2hchd_120.jpg,194,Bat Country,1497286508
171,Peaking Lights,1498497290,"O casal californiano Aaron Coyes e Indra Dunis está prestes a lançar seu The Fifth State Of Consciousness (pré-venda aqui) e continuam mandando boas vibrações em mais um single irresistível (depois da deliciosa “Everytime I See The Light“), a ótima “Love ",2n89b,http://hypem.com/go/itunes_search/Peaking%20Lights,52,,12,3174480,http://trabalhosujo.com.br/peaking-lights-2017-but-life-goes-beyond-the-mundane/,,23890,Trabalho Sujo,http://static.hypem.net/solid_color/thumbs_new/50/3174480.jpg,https://static.hypem.com/items_images/2b/2n89b_640.jpg,https://static.hypem.com/solid_color/items_images/2b/2n89b_120.jpg,334,LOVE CAN MOVE MOUNTAINS,1497284337
172,6th Borough Project,1497094937,"Disco Disco Disco. Poco a poco vamos ampliando la sección de recomendados y abarcamos mas géneros. Debido a la buena acogida que están teniendo los recomendados de Hip hop,R&B y Soul, la idea es ampliar estas mini listas con la intención de no perder la o",2mr4e,http://hypem.com/go/itunes_search/6th%20Borough%20Project,226,,2,3165583,https://explicitmagazine.net/recomendados-nu-disco-electro-funk,,23771,Explicit Mag,http://static.hypem.net/solid_color/thumbs_new/8f/3165583.jpg,https://static.hypem.com/items_images/8e/2mr4e_640.jpg,https://static.hypem.com/solid_color/items_images/8e/2mr4e_120.jpg,510,The Soul (Manolo Remix ),1497283176
173,Yuksek,1497038454,Keep kids dancing! French Montana – Unforgettable (Feat. Swae Lee)(Charles John Remix) Klangstof – “Hostage” (Shallou Remix) Savoy x Bright Lights – The Wolf (Varien Remix) Yuksek Golden Age (Jacques Renault Remix) Halsey – Now Or Never (Slander Remix) Ka,2n98q,http://hypem.com/go/itunes_search/Yuksek,26,,1,3165405,http://causeequalstime.com/2017/06/friday-remixes-296/,True,2774,Cause=Time,http://static.hypem.net/solid_color/thumbs_new/dd/3165405.jpg,https://static.hypem.com/items_images/17/2n98q_640.jpg,https://static.hypem.com/solid_color/items_images/17/2n98q_120.jpg,316,Golden Age (Jacques Renault Remix),1497282874
174,The Blemish,1497043273,"“California” is an exciting funk stomper that’s a great way to bring in a sunny weekend. Based out of Los Angeles, The Blemish is comprised of Bo Haan – a lawyer-turned-musician who turned heads with his cover album Funkified – and Emin Karimi, who has be",2n99m,http://hypem.com/go/itunes_search/The%20Blemish,4,,1,3165458,http://www.obscuresound.com/2017/06/the-blemish-california/,,559,Obscure Sound,http://static.hypem.net/solid_color/thumbs_new/12/3165458.jpg,https://static.hypem.com/items_images/34/2n99m_640.jpg,https://static.hypem.com/solid_color/items_images/34/2n99m_120.jpg,263,California,1497281318
175,Them Jones,1497043290,"<a href=""http://themjones.bandcamp.com/album/grow"">Grow by Them Jones</a> “Maya” provides an excellent indication of the gripping psych-rock sound throughout Them Jones’ new album Grow, streaming in full below. The Philly group impressed prior with full-l",2n99v,http://hypem.com/go/itunes_search/Them%20Jones,6,,3,3165460,http://www.obscuresound.com/2017/06/them-jones-maya/,,559,Obscure Sound,http://static.hypem.net/solid_color/thumbs_new/14/3165460.jpg,https://static.hypem.com/items_images/3b/2n99v_640.jpg,https://static.hypem.com/solid_color/items_images/3b/2n99v_120.jpg,203,Maya,1497281020
176,Oliver Tree,1497895654,"OK, so that post should appear on csgm more than a week ago, but last week was really crazy, so sorry for that. Let's start with Welcome To LA by Oliver Tree. I've heard about that guy a couple of times, he even appeared on csgm on the occasion of writing",2n5rp,http://hypem.com/go/itunes_search/Oliver%20Tree,803,,7,3170541,http://chillsoundsgoodmusic.blogspot.com/2017/06/new-music-0306.html,,19557,chillsoundsgoodmusic,http://static.hypem.net/solid_color/thumbs_new/ed/3170541.jpg,https://static.hypem.com/items_images/16/2n5rp_640.jpg,https://static.hypem.com/solid_color/items_images/16/2n5rp_120.jpg,152,Welcome To LA,1497020053
177,WAVVES,1488716897,LAを拠点とする永遠の悪ガキ、Nathan Williams率いるWAVVESが2015年リリースの『V』以来 […],2m3nc,http://hypem.com/go/itunes_search/WAVVES,66,,23,3105530,http://spincoaster.com/wavves-youre-welcome,,22114,Spincoaster,http://static.hypem.net/solid_color/thumbs_new/fa/3105530.jpg,https://static.hypem.com/items_images/ac/2m3nc_640.jpg,https://static.hypem.com/solid_color/items_images/ac/2m3nc_120.jpg,181,You're Welcome,1496942881
178,Kerala Dust,1496922150,"Another shade of blue. El otro día pensaba en como la música ha ido acelerando su tempo a lo largo del tiempo; sí, quizás es algo absurdo pensar en eso. Pero soy un melómano y a veces este tipo de cosas te vienen a la cabeza. El caso es que si te paras a ",2n7r5,http://hypem.com/go/itunes_search/Kerala%20Dust,1114,,2,3164272,https://explicitmagazine.net/kerala-dust-untitled-late-sun,,23771,Explicit Mag,http://static.hypem.net/solid_color/thumbs_new/70/3164272.jpg,http://static.hypem.net/thumbs_new/70/3164272_640.jpg,https://static.hypem.com/solid_color/items_images/5/2n7r5_120.jpg,387,Untitled (Late Sun) ,1496942479
179,Maxwell Sterling,1496252148,"The cult classic in the making makes gets a physical release. LA experimentalist Maxwell Sterling’s excellent debut Hollywood Medieval has received its first vinyl edition on The Death Of Rave. Originally released last year on Memory No. 36 Recordings, th",2n639,http://hypem.com/go/itunes_search/Maxwell%20Sterling,201,,1,3159742,http://www.factmag.com/2017/05/31/maxwell-sterling-hollywood-medieval-first-vinyl-release/,,20544,FACT,http://static.hypem.net/solid_color/thumbs_new/be/3159742.jpg,https://static.hypem.com/items_images/69/2n639_640.jpg,https://static.hypem.com/solid_color/items_images/69/2n639_120.jpg,452,Hollywood Medieval,1496417462
180,Hollow Everdaze,1501767310,"Looking from the outside at least, it certainly seems like it is a great time for guitar bands in Australia, and Western Victoria’s Hollow Everdaze are as good as any. The five piece’s brand of psych-pop is simultaneously retro and current, blending the h",2m3xe,http://hypem.com/go/itunes_search/Hollow%20Everdaze,89,,9,3195336,http://barrygruff.com/2017/08/03/introducing-hollow-everdaze/,,13351,barrygruff,http://static.hypem.net/solid_color/thumbs_new/c8/3195336.jpg,https://static.hypem.com/items_images/ae/2m3xe_640.jpg,https://static.hypem.com/solid_color/items_images/ae/2m3xe_120.jpg,193,Catastrophe,1496416836
181,Gift Of Gab + R.A. The Rugged Man + A-F-R-O,1496150464,"Gift of Gab, the lyrical Hercules drops his super intelligent EP: Rejoice! Rappers are Rapping Again. The EP made me think of the age-old...",2mww6,http://hypem.com/go/itunes_search/Gift%20Of%20Gab%20+%20R.A.%20The%20Rugged%20Man%20+%20A-F-R-O,19,,2,3158780,http://survivingthegoldenage.com/gift-of-gab-rejoice-rappers-are-rapping-again/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/fc/3158780.jpg,https://static.hypem.com/items_images/86/2mww6_640.jpg,https://static.hypem.com/solid_color/items_images/86/2mww6_120.jpg,273,Freedom Form Flowing,1496352307
182,Lorde,1496161692,Governors Ball is entering its seventh year of existence and has established itself as the East coast’s premiere music festival. This year is no...,2n3x7,http://hypem.com/go/itunes_search/Lorde,2168,,10,3158930,http://survivingthegoldenage.com/governors-ball-2017/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/92/3158930.jpg,https://static.hypem.com/items_images/a7/2n3x7_640.jpg,https://static.hypem.com/solid_color/items_images/a7/2n3x7_120.jpg,248,Green Light (Chromeo Remix),1496351907
183,The Jungle Giants,1495492522,"Brisbane’s much loved indie outfit The Jungle Giants have returned, touting new skins for their enjoyable songwriting gifts with new single ‘On Your Way Down’. This new release brings a crisp sound that still feels uniquely jungle giants, while occupying ",2n308,http://hypem.com/go/itunes_search/The%20Jungle%20Giants,542,,1,3154695,https://acidstag.com/2017/05/23/jungle-giants-way/,,17657,acid stag,http://static.hypem.net/solid_color/thumbs_new/7/3154695.jpg,https://static.hypem.com/items_images/8/2n308_640.jpg,https://static.hypem.com/solid_color/items_images/8/2n308_120.jpg,225,On Your Way Down,1495655047
184,Portugal The Man,1496926153,"Medasin puts his twist on Portugal. The Man’s “Feel it Still,” dressing it in delicate, chilling ethereal electronic vibes.",2n257,http://hypem.com/go/itunes_search/Portugal%20The%20Man,3609,,9,3164299,http://www.discobelle.net/2017/06/08/portugal-the-man-feel-it-still-medasin-remix/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/8b/3164299.jpg,https://static.hypem.com/items_images/a7/2n257_640.jpg,https://static.hypem.com/solid_color/items_images/a7/2n257_120.jpg,195,Feel it Still (Medasin Remix),1495466357
185,WAVVES,1494280165,"While many of the tracks released from the forthcoming album, You’re Welcome have seen Wavves drift further away from their origins, “No Shade” seems...",2mvnp,http://hypem.com/go/itunes_search/WAVVES,27,,8,3145940,http://survivingthegoldenage.com/wavves-no-shade/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/d4/3145940.jpg,https://static.hypem.com/items_images/b6/2mvnp_640.jpg,https://static.hypem.com/solid_color/items_images/b6/2mvnp_120.jpg,107,No Shade,1494878708
186,Carl Brave x Franco126,1513014590,"In questi giorni, con il 2017 oramai agli sgoccioli, ho visto un sacco di amici postare su facebook e twitter quei riepiloghi degli ascolti musicali dell'anno erogati in automatico da Spotify. Un anno di dischi e canzoni può stare tutto dentro uno scontri",2mxcd,http://hypem.com/go/itunes_search/Carl%20Brave%20x%20Franco126,1,,2,3272637,http://polaroid.blogspot.com/2017/12/la-classifica-dei-dischi-dellanno-2017.html,,1175,polaroid,http://static.hypem.net/solid_color/thumbs_new/f5/3145717.jpg,https://static.hypem.com/images/albumart/320/4.png,http://static.hypem.net/solid_color/thumbs_new/f5/3145717_120.jpg,183,Pellaria,1494440510
187,courtship.,1494030930,"LA duo courtship.’s music is guaranteed to put a smile on your face. Eli Hirsch and Micah Gordon make music for the summertime and their latest single “Sunroof” is no exception. The song features plucky guitars, staccato, arpeggiated synths, and washed ou",2mvnw,http://hypem.com/go/itunes_search/courtship.,1515,,15,3144829,http://www.discobelle.net/2017/05/06/courtship-sunroof/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/7d/3144829.jpg,https://static.hypem.com/items_images/bc/2mvnw_640.jpg,https://static.hypem.com/solid_color/items_images/bc/2mvnw_120.jpg,192,Sunroof,1494183360
188,TOMA,1493664182,"by Nick Hanover If you live in Austin then you already know there’s too much damn music to keep track of. And sometimes you just want to sift through it in bite-sized chunks. We totally understand. Allow us to introduce you to The Latest Toughs, five trac",2kgyj,http://hypem.com/go/itunes_search/TOMA,445,,9,3141560,http://ovrld.com/latest-toughs/institute-ghost-wolves/,,22323,Ovrld,http://static.hypem.net/solid_color/thumbs_new/b8/3141560.jpg,https://static.hypem.com/items_images/d2/2kgyj_640.jpg,https://static.hypem.com/solid_color/items_images/d2/2kgyj_120.jpg,204,Going Nowhere,1493897067
189,Tripsters McGee,1493152135,"Trips to Vegas roundtrip are less than what you spend on your cell phone bill.The fine folks over at Life is Beautiful may have low key just won the best US lineup for a music festival with a monstrous splash with big timers such as Chance the Rapper, Gor",2mrv4,http://hypem.com/go/itunes_search/Tripsters%20McGee,35,,1,3138160,http://causeequalstime.com/2017/04/life-is-beautiful-festival-announces-2017-lineup/,,2774,Cause=Time,http://static.hypem.net/solid_color/thumbs_new/70/3138160.jpg,https://static.hypem.com/items_images/64/2mrv4_640.jpg,https://static.hypem.com/solid_color/items_images/64/2mrv4_120.jpg,260,GORILLAZ- FEEL GOOD INC. (TRIPSTERS MCGEE REMIX),1493837929
190,MEMBA & TITUS,1493148087,I heard TITUS‘ song “Runnit” a little while ago and was pretty impressed so it was pretty interesting to see him team up with another emerging producer in MEMBA. Their new collaboration straddles the line between new-school hip hop and pop music – and it ,2mkrs,http://hypem.com/go/itunes_search/MEMBA%20&%20TITUS,68,,2,3138110,http://www.discobelle.net/2017/04/25/memba-titus-pull-up-feat-giia/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/3e/3138110.jpg,https://static.hypem.com/items_images/19/2mkrs_640.jpg,https://static.hypem.com/solid_color/items_images/19/2mkrs_120.jpg,217,Pull Up (feat. GIIA),1493834898
191,Absofacto,1488570971,"A nice, refreshing treat of a song here thanks to Absofacto. Sounding at moments like a bright shiny indie-pop-rock band from the 90’s (Oasis...",2m1dv,http://hypem.com/go/itunes_search/Absofacto,2344,,6,3105105,http://survivingthegoldenage.com/absofacto-light-outside/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/51/3105105.jpg,https://static.hypem.com/items_images/bb/2m1dv_640.jpg,https://static.hypem.com/solid_color/items_images/bb/2m1dv_120.jpg,213,Light Outside,1493295087
192,Hayden James,1424204050,What about a hit? What about a hit of your look” Future Classic does it again! The label released their “Teen Idols” compilation back in December- the pearl of which was Hayden James’s “Something About You”. It has a certain smoothness to it which is also,28b6a,http://hypem.com/go/itunes_search/Hayden%20James,18597,,48,2625139,http://www.etmusiquepourtous.com/2015/02/17/hayden-james-something-about-you/,,10096,Et Musique Pour Tous,http://static.hypem.net/solid_color/thumbs_new/73/2625139.jpg,https://static.hypem.com/items_images/ca/28b6a_640.jpg,https://static.hypem.com/solid_color/items_images/ca/28b6a_120.jpg,224,Something About You,1493068323
193,Feist,1492684547,"Quella vecchia rubrica che una volta si chiamava ""Polaroids From The Web"" [*] ► «I don't know if everyone's playing internal chess with themselves at all times,"" she muses when I bring up the song, ""trying to win one more day of feeling that life has poss",2mpvj,http://hypem.com/go/itunes_search/Feist,42,,1,3134868,http://polaroid.blogspot.com/2017/04/a-fossilization-of-spring-in-your-step.html,,1175,polaroid,http://static.hypem.net/solid_color/thumbs_new/94/3134868.jpg,https://static.hypem.com/items_images/72/2mpvj_640.jpg,https://static.hypem.com/solid_color/items_images/72/2mpvj_120.jpg,255,Pleasure (noboywhat Remix),1493041011
194,NoMBe,1492724951,"Después de dar a conocer los sencillos “Wait”, “Young Hearts” y “Freak Like Me”, NoMBe acaba de lanzar un nuevo sencillo proveniente de lo que será su álbum debut They Might Been Even Loved Me. Es así, como el productor oriundo de Alemania, pero radicado ",2mp3r,http://hypem.com/go/itunes_search/NoMBe,1641,,14,3135422,http://8106.tv/2017/04/escucha-el-nuevo-y-frenetico-sencillo-de-nombe/,,3841,8106,http://static.hypem.net/solid_color/thumbs_new/be/3135422.jpg,https://static.hypem.com/items_images/78/2mp3r_640.jpg,https://static.hypem.com/solid_color/items_images/78/2mp3r_120.jpg,203,Can't Catch Me (feat. New Mystics),1492805231
195,Bob Moses,1503976035,,2mmb5,http://hypem.com/go/itunes_search/Bob%20Moses,1837,,4,3209387,https://mymusicdealer.com/music-chart/3069,,21955,My Music Dealer,http://static.hypem.net/solid_color/thumbs_new/ab/3209387.jpg,https://static.hypem.com/items_images/65/2mmb5_640.jpg,https://static.hypem.com/solid_color/items_images/65/2mmb5_120.jpg,260,Like it or Not (Love Thy Brother Remix),1492704854
196,Soulwax,1491214868,ベルギー出身の大人気ダンス・ロック・バンド、Soulwax（ソウルワックス）がなんとおよそ12年ぶりとなるオリ […],2m6z9,http://hypem.com/go/itunes_search/Soulwax,1762,,20,3123875,http://spincoaster.com/soulwax-missing-wires,,22114,Spincoaster,http://static.hypem.net/solid_color/thumbs_new/a3/3123875.jpg,https://static.hypem.com/items_images/e9/2m6z9_640.jpg,https://static.hypem.com/solid_color/items_images/e9/2m6z9_120.jpg,288,Missing Wires,1492454562
197,SOFI TUKKER,1492384024,"Each week we receive hundreds of very cool remixes that aren’t quite suitable for our weekly dance-based mixtape, whether they’re a bit too chilled, a little bit weird or they still have that certain somethin’ somethin’ that gets our juices flowing, we ha",2mkp8,http://hypem.com/go/itunes_search/SOFI%20TUKKER,1439,,4,3132500,https://acidstag.com/2017/04/17/non-mixy-remixes-172/,,17657,acid stag,http://static.hypem.net/solid_color/thumbs_new/54/3132500.jpg,https://static.hypem.com/items_images/c8/2mkp8_640.jpg,https://static.hypem.com/solid_color/items_images/c8/2mkp8_120.jpg,273,Johny (Moon Boots Remix),1492454289
198,Childish Gambino,1417452857,Brooklyn duo Chordashian first impressed us with their 2013 single “Cold Nights” that felt like a trip down a space highway and today we’re more than happy to premiere a new remix from the two. Chordashian puts some extra funk and bounce to Childish Gambi,28460,http://hypem.com/go/itunes_search/Childish%20Gambino,2587,,8,2578150,http://www.discobelle.net/2014/12/01/premiere-childish-gambino-3005-chordashian-remix/,,1009,Discobelle,http://static.hypem.net/solid_color/thumbs_new/e6/2578150.jpg,http://static.hypem.net/thumbs_new/ec/2578412_640.jpg,https://static.hypem.com/solid_color/items_images/c0/28460_120.jpg,251,3005 (Chordashian Remix),1491862040
199,Djustin,1492036515,"Sweden’s Johan Angergård is perhaps best known for his work as front man for twee pop legends, Acid House Kings. He does indulge in...",2mhzr,http://hypem.com/go/itunes_search/Djustin,31,,9,3130679,http://survivingthegoldenage.com/djustin-new-preset/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/37/3130679.jpg,https://static.hypem.com/items_images/f8/2mhzr_640.jpg,https://static.hypem.com/solid_color/items_images/f8/2mhzr_120.jpg,229,New Preset,1491856478
200,AMADOU & MARIAM,1490798595,"Cet article Playlist Heure Bleue #20 est apparu en premier sur Heure Bleue, soirées et culture de la nuit lyonnaise.",2m033,http://hypem.com/go/itunes_search/AMADOU%20&%20MARIAM,1699,,4,3121119,https://www.heurebleue.fr/playlist-heure-bleue-20/,,23467,Heure Bleue,http://static.hypem.net/solid_color/thumbs_new/df/3121119.jpg,https://static.hypem.com/items_images/63/2m033_640.jpg,https://static.hypem.com/solid_color/items_images/63/2m033_120.jpg,329,Je Pense À Toi (VOILAAA Remix),1490890723
201,Gilligan Moss,1490714535,"While New Haven might not be a “hometown show” quite like New York City, it still felt pretty close for the Knocks. As B-Roc...",1zzw9,http://hypem.com/go/itunes_search/Gilligan%20Moss,5824,,17,3120399,http://survivingthegoldenage.com/knocks-toads-place-new-haven/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/f/3120399.jpg,http://static.hypem.net/thumbs_new/5/2400773_640.jpg,https://static.hypem.com/solid_color/items_images/89/1zzw9_120.jpg,345,Choreograph,1490886236
202,Dark Sky,1490359361,"1. Seb Wildblood – :~^: This gem of a track was floating last year and we’re pleased to see it finally get a release on Wildblood’s forthcoming album of the same name (the one with the emoticon?), out on Omena Records on 17th April. 2. Dark Sky – Filter E",2mct9,http://hypem.com/go/itunes_search/Dark%20Sky,5,,1,3118254,https://humandrizzle.com/2017/03/24/top-5-tracks-of-the-week-15/,True,17810,Human Drizzle,http://static.hypem.net/solid_color/thumbs_new/ae/3118254.jpg,https://static.hypem.com/items_images/49/2mct9_500.jpg,https://static.hypem.com/solid_color/items_images/49/2mct9_120.jpg,407,Acacia,1490549376
203,Portugal. The Man,1514663783,"10. Taylor Swift “Look What You Made Me Do” Oh Taylor, look what you made us do, putting the lead single from Reputation in...",2m4d8,http://hypem.com/go/itunes_search/Portugal.%20The%20Man,10601,,9,3280409,http://survivingthegoldenage.com/top-50-tracks-of-2017-10-01/,,1056,surviving the golden age,http://static.hypem.net/solid_color/thumbs_new/7d/3170685.jpg,https://static.hypem.com/items_images/a8/2m4d8_640.jpg,https://static.hypem.com/solid_color/items_images/a8/2m4d8_120.jpg,163,Feel It Still,1488838074
